"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3D95BAQH","journalArticle","1964","Bernstein, Lawrence","Data Processing and the Thematic Index","Fontes Artis Musicae","","00156191","","http://www.jstor.org/stable/23504534","","1964","2025-06-22 03:56:08","2025-07-01 10:02:57","2025-06-21","159-165","","3","11","","","","","","","","","","","","","JSTOR","","","","","","/Users/falk/Zotero/storage/Q25S8S77/Bernstein - 1964 - Data Processing and the Thematic Index.pdf","","Discipline: Musicology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLHGFT2I","journalArticle","1965","Bauer-Mengelberg, Stefan; Ferentz, Melvin","On Eleven-Interval Twelve-Tone Rows","Perspectives of New Music","","00316016","10.2307/832507","https://www.jstor.org/stable/832507?origin=crossref","","1965","2025-06-22 03:56:08","2025-07-01 10:00:25","2025-06-21 10:10:52","93","","2","3","","Perspectives of New Music","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/HN6ZHGPD/Bauer-Mengelberg and Ferentz - 1965 - On Eleven-Interval Twelve-Tone Rows.pdf","","Discipline: Musicology; Computer: IBM 1401; Computer: IBM 7094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAFZFYYN","journalArticle","1965","Babbitt, Milton","The Use of Computers in Musicological Research","Perspectives of New Music","","00316016","10.2307/832505","https://www.jstor.org/stable/832505?origin=crossref","","1965","2025-06-22 03:56:08","2025-10-22 23:25:18","2025-06-21 10:10:20","74","","2","3","","Perspectives of New Music","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/2JMU7SN4/Babbitt - 1965 - The use of computers in musicological research.pdf","","Discipline: Musicology; Program: IML; Program: LMT; Program: MIR; Program: MUSIC IV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MV754N3","journalArticle","1965","Morton, A. Q.","The Authorship of Greek Prose","Journal of the Royal Statistical Society. Series A (General)","","00359238","10.2307/2344178","https://www.jstor.org/stable/2344178?origin=crossref","","1965","2025-06-21 10:15:03","2025-07-02 10:24:44","2025-06-21 09:53:19","169","","2","128","","Journal of the Royal Statistical Society. Series A (General)","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/RCGQ4G26/Morton - 1965 - The Authorship of Greek Prose.pdf","","Discipline: Literary Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HPEEBSR","journalArticle","1966","Page, Ellis B.","The Imminence of... Grading Essays by Computer","The Phi Delta Kappan","","00317217","","http://www.jstor.org/stable/20371545","","1966","2025-06-21 10:15:03","2025-06-23 07:53:11","2025-06-21","238-243","","5","47","","","","","","","","","","","","","JSTOR","","","","","","/Users/falk/Zotero/storage/RPPIJ3RI/The Imminence of... Grading Essays by Computer.pdf","","Discipline: Literary Studies; Discipline: Linguistics; Computer: IBM 7040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFPIC4QW","journalArticle","1966","Zinnes, Dina A.","A Comparison of Hostile Behavior of Decision-Makers in Simulate and Historical Data","World Politics","","0043-8871, 1086-3338","10.2307/2009766","https://www.cambridge.org/core/product/identifier/S0043887100008522/type/journal_article","The origin of wars is to be found … in the minds … of men,” said Frederick S. Dunn in the course of his argument that the United Nations should improve educational opportunities and raise living standards throughout the world. Such reforms, he believed, would alleviate ignorance and mass dissatisfaction, two of the principal causes of war. But Dunn's statement, in the light of recent research, also lends itself to a totally different interpretation.","1966-04","2025-06-21 10:14:04","2025-10-23 04:06:50","2025-06-21 08:28:22","474-502","","3","18","","World Pol.","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/4VJDZVQA/Zinnes - 1966 - A Comparison of Hostile Behavior of Decision-Makers in Simulate and Historical Data.pdf","","Discipline: History; Discipline: Political Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"362MEGSQ","journalArticle","1966","Swierenga, R.","Land speculation 'profits' reconsidered: Central Iowa as a test case","The Journal of Economic History","","","","","","1966","2025-06-21 10:14:04","2025-06-23 07:42:11","","1–28","","1","26","","","","","","","","","","en","","","","","","","","","/Users/falk/Zotero/storage/IDFUI2DY/Swierenga - 1966 - Land speculation 'profits' reconsidered Central Iowa as a test case.pdf","","Discipline: History; Computer: IBM 7044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GESXBEHW","conferencePaper","1965","Ball, Geoffrey H.","Data analysis in the social sciences: what about the details?","Proceedings of the November 30--December 1, 1965, fall joint computer conference, part I on XX - AFIPS '65 (Fall, part I)","","","10.1145/1463891.1463950","http://portal.acm.org/citation.cfm?doid=1463891.1463950","","1965","2025-06-21 10:12:20","2025-07-01 10:01:04","2025-06-21 06:21:31","533","","","","","","Data analysis in the social sciences","","","","","ACM Press","Las Vegas, Nevada","en","https://www.acm.org/publications/policies/copyright_policy#Background","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/RBG4LMQL/Ball - 1965 - Data analysis in the social sciences what about t.pdf","","Discipline: Political Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the November 30--December 1, 1965, fall joint computer conference, part I","","","","","","","","","","","","","","",""
"TJTGS3W8","journalArticle","1966","","The art reveals the artist","SIMULATION","","0037-5497, 1741-3133","10.1177/003754976600700103","https://journals.sagepub.com/doi/10.1177/003754976600700103","","1966-07","2025-06-22 08:18:05","2025-06-23 07:32:12","2025-06-22 07:11:42","9-15","","1","7","","SIMULATION","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/NI2J39H5/1966 - The art reveals the artist.pdf","","Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSM3H2NC","journalArticle","1966","Scheid, Kenneth G.","Computers, Printing and Graphic Design","Design Quarterly","","00119415","10.2307/4047332","https://www.jstor.org/stable/4047332?origin=crossref","","1966","2025-06-22 08:18:05","2025-06-23 07:51:44","2025-06-22 07:34:51","52","","66/67","","","Design Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/NA6RHEFH/Scheid - 1966 - Computers, Printing and Graphic Design.pdf","","Computer: IBM Datatext; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56I33CHF","magazineArticle","1966","Zajac, E.E.","Film animation by computer","New Scientist","","","","","","1966-02-10","2025-06-22 08:18:05","2025-07-02 23:01:28","","","","","","","","","","","","","","","en","","","","","","","","","/Users/falk/Zotero/storage/R6TRF4T4/Zajac - 1966 - Film animation by computer.pdf","","Program: ORBIT; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EGHCU6G","magazineArticle","1961","Thie, J.A.","Computers in the arts","Computers and Automation","","","","","","1961-09","2025-06-22 08:18:05","2025-07-02 22:58:26","","23-28","","9","10","","","","","","","","","","en","","","","","","","","","/Users/falk/Zotero/storage/9HLI2XLU/Thie - 1961 - Computers in the arts.pdf","","Discipline: Literary Studies; Discipline: Musicology; Discipline: Performing Arts; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHHPMMX5","journalArticle","1966","Noll, A. Michael","Human or Machine: A Subjective Comparison of Piet Mondrian’s “Composition with Lines” (1917) and a Computer-Generated Picture","The Psychological Record","","0033-2933, 2163-3452","10.1007/BF03393635","http://link.springer.com/10.1007/BF03393635","","1966-01","2025-06-22 08:18:05","2025-06-23 07:53:43","2025-06-22 08:05:51","1-10","","1","16","","Psychol Rec","Human or Machine","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/3E77ICSB/Noll - 1966 - Human or Machine A Subjective Comparison of Piet Mondrian’s “Composition with Lines” (1917) and a C.pdf","","Computer: IBM 7094; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3DQ6JPC","journalArticle","1966","Manheim, Marvin L.","Problem-Solving Processes in Planning and Design","Design Quarterly","","00119415","10.2307/4047330","https://www.jstor.org/stable/4047330?origin=crossref","","1966","2025-06-22 08:18:05","2025-10-23 04:10:15","2025-06-22 07:32:37","30","","66/67","","","Design Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/R5GUBEE2/Manheim - 1966 - Problem-Solving Processes in Planning and Design.pdf","","Computer: IBM; Discipline: Visual Arts; Program: Integrated Civil Engineering System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH2WWMSK","journalArticle","1966","Knowlton, Kenneth C.","Computer-Generated Movies, Designs and Diagrams","Design Quarterly","","00119415","10.2307/4047333","https://www.jstor.org/stable/4047333?origin=crossref","","1966","2025-06-22 08:18:05","2025-06-23 08:01:21","2025-06-22 07:35:11","58","","66/67","","","Design Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/QFMA8PAJ/Knowlton - 1966 - Computer-Generated Movies, Designs and Diagrams.pdf","","Computer: IBM 7090; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVA73L54","conferencePaper","1964","Knowlton, Kenneth C.","A computer technique for producing animated movies","Proceedings of the April 21-23, 1964, spring joint computer conference on XX - AFIPS '64 (Spring)","","","10.1145/1464122.1464130","http://portal.acm.org/citation.cfm?doid=1464122.1464130","","1964","2025-06-22 08:18:05","2025-07-02 09:44:52","2025-06-22 07:27:22","67","","","","","","","","","","","ACM Press","Washington, D.C.","en","https://www.acm.org/publications/policies/copyright_policy#Background","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/YNRIRPWZ/Knowlton - 1964 - A computer technique for producing animated movies.pdf","","Computer: IBM 7090; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the April 21-23, 1964, spring joint computer conference","","","","","","","","","","","","","","",""
"3T8DPKGC","journalArticle","1966","Noll, A. Michael","Computers and the Visual Arts","Design Quarterly","","00119415","10.2307/4047334","https://www.jstor.org/stable/4047334?origin=crossref","","1966","2025-06-22 08:18:05","2025-06-23 07:54:19","2025-06-22 07:35:32","64","","66/67","","","Design Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/3BAM6ZK6/Noll - 1966 - Computers and the Visual Arts.pdf","","Computer: IBM 7094; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIBW8GWY","journalArticle","1966","Jacks, Edwin L.","Design Augmented by Computers","Design Quarterly","","00119415","10.2307/4047329","https://www.jstor.org/stable/4047329?origin=crossref","","1966","2025-06-22 08:18:05","2025-06-23 08:10:09","2025-06-22 07:32:02","24","","66/67","","","Design Quarterly","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/Z2NN8JV8/Jacks - 1966 - Design Augmented by Computers.pdf","","Program: Design Augmented by Computer; Computer: IBM 7094; Computer: IBM 7960; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
